title,company,location,salary,description,skills,source,salary_min,salary_max,salary_period,standardized_title,experience_years,education_level,city,state,standardized_title_encoded,company_encoded,city_encoded,state_encoded,education_level_encoded,salary_period_encoded,source_encoded,salary_min_scaled,salary_max_scaled,experience_years_scaled
Product Manager,AI Solutions,"Seattle, WA",$95578 - $115826,Catch operation analysis week why. Determine career success quite. About here fast back many such. Thought keep itself employee.,"GCP, R, NoSQL, Computer Vision, Machine Learning, Data Visualization, Tableau, Unix, Data Analysis, PHP",CareerBuilder,95578.0,115826.0,annual,Product Manager,,Bachelor's,Seattle,WA,4,0,9,8,0,0,0,1.445288435864129,1.348588651962513,
Product Manager,AI Solutions,"New York, NY",$64091 - $80213,Nation defense worry candidate sister. Drug student sing fight. Election customer middle situation great action Mr. Room she bit anything ability wind. Him exactly international. Interview eat consumer meeting stop start series. Everybody create five benefit action effort understand.,"REST API, Project Management, Rails, Data Visualization, Java, Unix, Spring, Jenkins, GraphQL, Python",Glassdoor,64091.0,80213.0,annual,Product Manager,,Not Specified,New York,NY,4,0,7,6,2,0,1,-0.765917538872061,-0.9606367430679781,
Cloud Engineer,CodeMasters,"Los Angeles, CA",$68999 - $87677,Focus what have upon court. Compare upon form us sea increase. Politics dinner believe speech through. Her financial compare political participant success chair process. Evidence religious kind station. Letter thought attorney hard remember.,"MongoDB, Agile, NoSQL, Data Visualization, Excel, Data Analysis, Statistics, Flask",SimplyHired,68999.0,87677.0,annual,DevOps Engineer,,Not Specified,Los Angeles,CA,1,2,5,0,2,0,2,-0.42124834447420734,-0.47665453576986827,
Backend Developer,AI Solutions,"San Francisco, CA",$70068 - $85967,American sister third garden approach bad owner may. Lose dream help pressure forward great create international. Increase opportunity table shake growth. Share before conference explain.,"Deep Learning, CI/CD, Docker, Scikit-learn, Azure, Vue",CareerBuilder,70068.0,85967.0,annual,Software Engineer,,Bachelor's,San Francisco,CA,5,0,8,0,0,0,0,-0.346176753436859,-0.5875347038405767,
Cloud Engineer,AI Solutions,"New York, NY",$77679 - $88022,Director finally quality president dinner ability prevent. Be situation without. Win reason future book. Same herself change represent a responsibility. Least industry half eat in.,"Pandas, Go, NumPy, Linux, Excel, Azure, Statistics",SimplyHired,77679.0,88022.0,annual,DevOps Engineer,,Not Specified,New York,NY,1,0,7,6,2,0,2,0.18831331146983715,-0.4542839755450762,
Frontend Developer,DevOpsPro,"Los Angeles, CA",$94747 - $115112,During of across fund matter maybe. Owner benefit piece street commercial edge even send. College fill owner.,"Deep Learning, C++, Power BI, Data Visualization, Django",Glassdoor,94747.0,115112.0,annual,Software Engineer,,Not Specified,Los Angeles,CA,5,4,5,0,2,0,1,1.3869306321671817,1.302291318627726,
Cloud Engineer,WebWizards,"Chicago, IL",$58885 - $79902,Believe step vote leader author face time own. Final himself draw close daughter rock effect. Season popular example about child. Suddenly best three perform anyone. Beat lawyer scientist government deal family nation.,"Kubernetes, Flask, Machine Learning, Windows Server",Glassdoor,58885.0,79902.0,annual,DevOps Engineer,,Master's,Chicago,IL,1,9,3,4,1,0,1,-1.1315140804440305,-0.980802668372066,
DevOps Engineer,DevOpsPro,"Miami, FL",$85977 - $101542,Range police challenge. Every bag while interview. Threat control might. Develop reality business its enjoy feeling create. Bank identify teach trip special chair.,"NoSQL, Vue, GCP, Swift, Data Analysis",SimplyHired,85977.0,101542.0,annual,DevOps Engineer,,Bachelor's,Miami,FL,1,4,6,2,0,0,2,0.7710486364725654,0.42238261645257186,
Backend Developer,Cloudify,"Miami, FL",$63920 - $82528,Particularly tough not central source always. Hear hold environmental few attack. Consider memory drive ground bring resource. Training student audience either company whose of. People benefit entire final after too with. Amount budget though also.,"Machine Learning, PHP, Tableau, Excel, Power BI, REST API, Statistics, Angular",Glassdoor,63920.0,82528.0,annual,Software Engineer,,Not Specified,Miami,FL,5,1,6,2,2,0,1,-0.7779261843981476,-0.8105270418494459,
Frontend Developer,DataWorks,"Atlanta, GA",$57779 - $76204,Occur nation radio reason feel agree magazine. Cut past meeting set sound consumer. Bit player whom training. Executive stop buy resource. Wall score fight father thousand use agent.,"Go, Linux, Azure, Docker, Java, PHP, Scrum, Data Visualization, Hibernate",Glassdoor,57779.0,76204.0,annual,Software Engineer,,Not Specified,Atlanta,GA,5,3,0,3,2,0,1,-1.2091840333788362,-1.2205891371004167,
Cloud Engineer,WebWizards,"Los Angeles, CA",$58244 - $84332,Less site region partner. Finish year sing herself. Total able listen difficult.,"Kubernetes, Spring, NoSQL, PHP, Project Management, Node.js",CareerBuilder,58244.0,84332.0,annual,DevOps Engineer,,Not Specified,Los Angeles,CA,1,9,5,0,2,0,0,-1.1765289446675482,-0.693551706645026,
Backend Developer,TechCorp,"New York, NY",$72968 - $91241,Play health environmental be collection follow hit radio. Nice leader material serious same. Manage back save person apply claim back. Mouth TV serve north voice. System win nice research issue prove. They thank animal also song across approach.,"C#, Spring, CI/CD, MongoDB, C++, Flask, Ruby, Docker, R, Agile",CareerBuilder,72968.0,91241.0,annual,Software Engineer,,Bachelor's,New York,NY,5,8,7,6,0,0,0,-0.14252136147398697,-0.24555692231723383,
Cloud Engineer,AI Solutions,"New York, NY",$53247 - $64220,Guess her method plant mission. Mouth address defense black. Concern his result but pull success any picture. Above degree maybe probably upon same bag deal. Party learn ground professional water own.,"Machine Learning, Rails, Vue, Computer Vision, Scrum, Data Visualization, NLP, Git, Python",CareerBuilder,53247.0,64220.0,annual,DevOps Engineer,,Bachelor's,New York,NY,1,0,7,6,0,0,0,-1.5274482528187452,-1.9976581044450776,
Software Engineer,Cloudify,"San Francisco, CA",$53487 - $64291,Half here win. Become whatever meeting eye moment staff customer. Expect oil any woman stay hard.,"Agile, Pandas, Kubernetes, Excel, PHP, AWS, Rails",SimplyHired,53487.0,64291.0,annual,Software Engineer,,Not Specified,San Francisco,CA,5,1,8,0,2,0,2,-1.5105940134838867,-1.993054307993019,
Database Administrator,WebWizards,"Denver, CO",$89122 - $104171,Natural itself expert near above color player. Media operation building identify. Cost course else area where notice large. Ball base plan after.,"Docker, Linux, NoSQL, GraphQL",Glassdoor,89122.0,104171.0,annual,Other,,Bachelor's,Denver,CO,3,9,4,1,0,0,1,0.9919093977564386,0.5928527695858423,
Data Scientist,InnovateX,"Miami, FL",$68583 - $92663,Address religious successful institution once it quite. Center physical around role sense team. Off food source example ten throw. On buy may. Shoulder star fire light. Painting success great easy including bar brother.,"TensorFlow, Go, Python, Machine Learning, REST API, Statistics",CareerBuilder,68583.0,92663.0,annual,Data Scientist,,Bachelor's,Miami,FL,0,6,6,2,0,0,0,-0.45046235932129514,-0.1533513088689605,
Frontend Developer,WebWizards,"Chicago, IL",$71374 - $85152,Cold suffer try organization claim investment including news. Administration hold by skin analysis subject. Quite market with opportunity. Lead choice most last commercial. Card guess view space I government step.,"Flask, Java, Tableau",CareerBuilder,71374.0,85152.0,annual,Software Engineer,,Not Specified,Chicago,IL,5,9,3,4,2,0,0,-0.254461601056338,-0.6403810997339261,
Database Administrator,WebWizards,"Austin, TX",$63071 - $92800,Upon town mother kind religious. After face window. Different instead cause. Six vote treatment maintain market foreign much.,"Docker, Linux, Windows Server",CareerBuilder,63071.0,92800.0,annual,Other,,Not Specified,Austin,TX,3,9,1,7,2,0,0,-0.8375480560452091,-0.14446792698259378,
Machine Learning Engineer,FutureTech,"Denver, CO",$56379 - $69000,Paper opportunity want middle probably. Which situation available per. Husband he measure power seem according. Upon difficult mother increase price. View boy take medical. Herself suggest share option.,"PyTorch, C#, SQL, Data Analysis, Pandas, Rust, NLP, Windows Server, GCP, Go",SimplyHired,56379.0,69000.0,annual,Machine Learning Engineer,,Bachelor's,Denver,CO,2,5,4,1,0,0,2,-1.3075004294988435,-1.687712371475495,
Cloud Engineer,WebWizards,"Boston, MA",$91807 - $113896,Ground true imagine. Describe among cold wife fish stay scene write. Feeling student site support local skin. Five little official thing. Quality town learn baby act final. Issue nor worker people nor however it these. Remember really land four personal commercial.,"Spring, TypeScript, Windows Server, Java, Computer Vision, Tableau, REST API, R",CareerBuilder,91807.0,113896.0,annual,DevOps Engineer,,Bachelor's,Boston,MA,1,9,2,5,0,0,0,1.1804662003151667,1.2234431991107777,
Cybersecurity Analyst,AI Solutions,"Seattle, WA",$53625 - $70062,Free their forget thing environmental positive. Article voice evening attack none nice catch close. Recognize fast add look opportunity beat force account. About brother win western. Law audience loss on expert enjoy.,"GCP, SQL, Project Management, Power BI, Angular, Kotlin, Hibernate, Deep Learning",CareerBuilder,53625.0,70062.0,annual,Other,,Not Specified,Seattle,WA,3,0,9,8,2,0,0,-1.5009028258663433,-1.6188499513052654,
Software Engineer,DataWorks,"Seattle, WA",$66643 - $86078,Back wrong lead baby ever particularly at. Set organization history difference rule school case. Anyone nation although buy language. Whole skin writer than tell score. Remember cut write wide party population marriage. Assume in type view family include however.,"CI/CD, Windows Server, Django, Deep Learning, JavaScript, Angular, Excel",Glassdoor,66643.0,86078.0,annual,Software Engineer,,Bachelor's,Seattle,WA,5,3,9,8,0,0,1,-0.5867007939447336,-0.5803372192465132,
Cybersecurity Analyst,DataWorks,"Denver, CO",$98157 - $127760,Decide explain have difference. Force owner moment often effort before economic. Natural your it. Although citizen recently represent. Attorney fish table total school. Argue office local serve add include easy.,"C#, Node.js, Computer Vision, Data Visualization, TypeScript, Scrum, PyTorch, Agile",SimplyHired,98157.0,127760.0,annual,Other,,Not Specified,Denver,CO,3,3,4,1,2,0,2,1.6264012827166279,2.122415509129668,
Cybersecurity Analyst,SecureIT,"San Francisco, CA",$85549 - $98847,Grow glass expect brother make meeting. Off as front song. Analysis night operation.,"NumPy, JavaScript, Rails, Git, Node.js, Ruby",SimplyHired,85549.0,98847.0,annual,Other,,Not Specified,San Francisco,CA,3,7,8,0,2,0,2,0.7409919096587346,0.24763287788499333,
DevOps Engineer,DataWorks,"New York, NY",$85322 - $102507,I a dog. Side work training season that option friend. Note by PM.,"REST API, NoSQL, PyTorch, C++",CareerBuilder,85322.0,102507.0,annual,DevOps Engineer,,Not Specified,New York,NY,1,3,7,6,2,0,0,0.7250506082878477,0.48495534287843944,
Software Engineer,DataWorks,"Austin, TX",$51967 - $77808,Despite student many such myself. Else food voice approach picture natural. Plant international reason among member edge. Newspaper law point agent author. Event ago per.,"Computer Vision, C++, Swift, NoSQL, Excel, Scrum, Power BI, GraphQL, Scikit-learn, Kubernetes",CareerBuilder,51967.0,77808.0,annual,Software Engineer,,Not Specified,Austin,TX,5,3,1,7,2,0,0,-1.6173375292713232,-1.1165822426060212,
Machine Learning Engineer,DevOpsPro,"Austin, TX",$86779 - $107268,Born tonight knowledge effort than. Free couple check ready box wall or different. Area today whether type throughout now.,"GraphQL, Angular, Git",Glassdoor,86779.0,107268.0,annual,Machine Learning Engineer,,Not Specified,Austin,TX,2,4,1,7,2,0,1,0.8273698862498837,0.7936690739805699,
Product Manager,SecureIT,"Denver, CO",$90219 - $119602,Language study plan clear this beyond skin today. Baby garden only above space throw. On imagine scientist approach data I particularly. Watch compare analysis rest chair significant run enter.,"Windows Server, Rust, Unix, REST API, TensorFlow",Glassdoor,90219.0,119602.0,annual,Product Manager,,Bachelor's,Denver,CO,4,7,4,1,0,0,1,1.0689473167161871,1.5934328125677732,
Product Manager,DevOpsPro,"Los Angeles, CA",$85037 - $97267,Boy worry seven improve where certainly be information. But themselves want kid. Miss now design. Base interest kitchen. Enjoy member ahead may hold. Sport of then prevent together course.,"Rails, Ruby, C#, Statistics",CareerBuilder,85037.0,97267.0,annual,Product Manager,,Master's,Los Angeles,CA,4,4,5,0,1,0,0,0.7050361990777034,0.14518219627580073,
Machine Learning Engineer,FutureTech,"San Francisco, CA",$76905 - $105499,Practice lay beautiful. Toward laugh way with newspaper. Good citizen project. Southern customer include throughout civil plant.,"Go, Scrum, Power BI, NoSQL, GraphQL, Machine Learning, Node.js",SimplyHired,76905.0,105499.0,annual,Machine Learning Engineer,,Not Specified,San Francisco,CA,2,5,8,0,2,0,2,0.1339583896149189,0.6789632159004042,
Cloud Engineer,AI Solutions,"Los Angeles, CA",$74280 - $101569,Old second manager camera report. Bad when only toward say. Artist himself particularly guess page meet already local. Reflect argue several appear degree.,"Angular, Docker, TensorFlow, Azure, Scrum, AWS, Jenkins, R, React",CareerBuilder,74280.0,101569.0,annual,DevOps Engineer,,Master's,Los Angeles,CA,1,0,5,0,1,0,0,-0.050384853110094545,0.4241333559484251,
Full Stack Developer,Cloudify,"Denver, CO",$93929 - $105558,Movement three south political material. Just cup science stay strategy structure reach. Or charge such lay. Least Democrat financial type.,"Jenkins, TensorFlow, C#, TypeScript, Tableau, Git, NLP, Data Visualization, Vue",Glassdoor,93929.0,105558.0,annual,Software Engineer,,Not Specified,Denver,CO,5,1,4,1,2,0,1,1.3294857664342061,0.6827889059098614,
DevOps Engineer,Cloudify,"Atlanta, GA",$59533 - $87303,Top letter hair final. Democratic hit pressure term late consumer. Age leader too on. What bit baby drug industry. Upon college audience environment young. Tend although front place.,"Scikit-learn, CI/CD, Project Management, Ruby, Scrum",CareerBuilder,59533.0,87303.0,annual,DevOps Engineer,,Bachelor's,Atlanta,GA,1,1,0,3,0,0,0,-1.086007634239913,-0.5009055198976139,
Cybersecurity Analyst,FutureTech,"San Francisco, CA",$57260 - $83813,Spend born long author. Arm newspaper soldier computer fine about fine customer. Offer share both job staff. Less forward dream still where fill inside. Face will simple join minute. Something religious around third. Property be share maintain.,"SQL, C++, PHP, Jenkins, REST API, Docker, GraphQL, Agile, NoSQL",Glassdoor,57260.0,83813.0,annual,Other,,Not Specified,San Francisco,CA,3,5,8,0,2,0,1,-1.2456313259404674,-0.7272048102875392,
Cybersecurity Analyst,CodeMasters,"Boston, MA",$61422 - $87014,Listen add country world opportunity on whether war. Tonight push work ready development. Address above box prepare. Side agency third name laugh own.,"SQL, Flask, C++, GraphQL, Rust, Unix, Docker, Agile, TensorFlow",SimplyHired,61422.0,87014.0,annual,Other,,Not Specified,Boston,MA,3,2,2,5,2,0,2,-0.9533507254751319,-0.5196449167235991,
Full Stack Developer,AI Solutions,"Boston, MA",$94276 - $113789,Continue outside ask knowledge you. Among summer try if far wear number. Grow owner institution trade them tree bag.,"TypeScript, Vue, Python, Kotlin",Glassdoor,94276.0,113789.0,annual,Software Engineer,,Bachelor's,Boston,MA,5,0,2,5,0,0,1,1.353854187472522,1.2165050833309148,
Data Scientist,WebWizards,"Boston, MA",$84963 - $103938,Stuff nation own oil. Administration stop anyone oil short way subject. Give begin phone young wife. Town speak car. Become wonder development.,"Git, Swift, Tableau, MongoDB, Hibernate, Data Visualization, Power BI, Project Management, PyTorch, Excel",CareerBuilder,84963.0,103938.0,annual,Data Scientist,,Not Specified,Boston,MA,0,9,2,5,2,0,0,0.6998394752827888,0.577744536158664,
DevOps Engineer,TechCorp,"New York, NY",$70290 - $86799,Want that more back central among still. Face large marriage international today. Suddenly agreement it herself.,"Kotlin, NoSQL, PyTorch, JavaScript",CareerBuilder,70290.0,86799.0,annual,DevOps Engineer,,Bachelor's,New York,NY,1,8,7,6,0,0,0,-0.330586582052115,-0.5335859904868753,
Full Stack Developer,TechCorp,"San Francisco, CA",$97740 - $120528,Do health Democrat give subject. Staff hour design involve difficult. Compare yourself picture Mr. Like specific she reason into. Compare really budget may soldier.,"Data Visualization, SQL, NumPy, Linux, Deep Learning, Vue, Java",Glassdoor,97740.0,120528.0,annual,Software Engineer,,Not Specified,San Francisco,CA,5,8,8,0,2,0,1,1.5971170418723113,1.653476693055186,
DevOps Engineer,SecureIT,"Boston, MA",$91287 - $105197,Born reason but. Stop pretty less security skill. Property writer person man wish other. Such approach herself resource. Admit military wear already she per. Small personal floor structure bar serve.,"Scikit-learn, Go, Ruby, GCP, R, Pandas, Statistics",SimplyHired,91287.0,105197.0,annual,DevOps Engineer,,Bachelor's,Boston,MA,1,7,2,5,0,0,2,1.143948681756307,0.6593808704282673,
Product Manager,InnovateX,"Los Angeles, CA",$95629 - $116712,Order collection tough without there. Seat group agreement. Bad class let. Ten race single carry.,"CI/CD, React, GCP, NLP, R, Unix, Data Visualization",SimplyHired,95629.0,116712.0,annual,Product Manager,,Bachelor's,Los Angeles,CA,4,6,5,0,0,0,2,1.4488699617227863,1.406038844307921,
Full Stack Developer,TechCorp,"Denver, CO",$51650 - $66343,Manage western method. Campaign statement future. Risk stop scientist determine person century manager. Record seem hot staff present trouble also.,"Git, Linux, Deep Learning, Power BI, Excel, Rust, NLP, C++, Scikit-learn, Node.js",Glassdoor,51650.0,66343.0,annual,Software Engineer,,Not Specified,Denver,CO,5,8,4,1,2,0,1,-1.639599170392782,-1.8599981063081688,
Machine Learning Engineer,DataWorks,"Boston, MA",$63761 - $87705,Total last Republican seem near. Try weight cause first. Leader bring while study lawyer. Different support me lay throw surface management.,"Rust, Scikit-learn, Hibernate, Scrum, Kotlin, Linux, JavaScript, GCP",SimplyHired,63761.0,87705.0,annual,Machine Learning Engineer,,Not Specified,Boston,MA,2,3,2,5,2,0,2,-0.7890921179574912,-0.47483895407046484,
Software Engineer,AI Solutions,"San Francisco, CA",$87624 - $116646,We their truth move coach. Degree ball rate food. Her alone major station agreement. Network bit forward require. During central ask compare special. Thought remain author little.,"Jenkins, Linux, AWS, Spring",Glassdoor,87624.0,116646.0,annual,Software Engineer,,Bachelor's,San Francisco,CA,5,0,8,0,0,0,1,0.886710853908031,1.401759258873613,
Cybersecurity Analyst,AI Solutions,"Atlanta, GA",$55283 - $65325,Here choose state movie nothing language between. Make my way door bed. Government picture compare. Time address camera audience imagine oil card. Able energy material economy. Question hit receive quickly.,"Flask, Ruby, Excel, Swift, Node.js",SimplyHired,55283.0,65325.0,annual,Other,,Not Specified,Atlanta,GA,3,0,0,3,2,0,2,-1.3844681224613633,-1.926007469522193,
Frontend Developer,AI Solutions,"San Francisco, CA",$95775 - $115161,Democratic charge performance. There ago hear day. Over pull risk price although. Pay prove camera resource. Size yard factor. Mother region suffer piece difficult project sit. Available raise just remember interesting.,"NumPy, Deep Learning, Scrum, Kubernetes, Python, AWS, Kotlin",SimplyHired,95775.0,115161.0,annual,Software Engineer,,Not Specified,San Francisco,CA,5,0,8,0,2,0,2,1.4591229573181583,1.305468586601682,
UX/UI Designer,Cloudify,"San Francisco, CA",$73257 - $100134,True phone carry true agent mind clear. North could sort north power PM case those. Difference market power garden our you reason onto. Wind prove soldier officer behavior west fact.,"Kotlin, JavaScript, Azure, Power BI, AWS",SimplyHired,73257.0,100134.0,annual,UX/UI Designer,,Not Specified,San Francisco,CA,6,1,8,0,2,0,2,-0.12222604827492836,0.3310847938540002,
Full Stack Developer,TechCorp,"San Francisco, CA",$61587 - $87691,Possible within reveal share on why. Oil make man produce TV age scientist. Sense life bring account.,"PHP, Rust, Data Analysis, Vue, NumPy",Glassdoor,61587.0,87691.0,annual,Software Engineer,,Not Specified,San Francisco,CA,5,8,8,0,2,0,1,-0.9417634359324167,-0.47574674492016655,
DevOps Engineer,AI Solutions,"Denver, CO",$52849 - $80758,Month leg probably. Always life box head. Staff politics happen pull care. Speak individual easy skill mind remain this it.,"Windows Server, PHP, Spring, C++, GCP, Computer Vision, Go, MongoDB, TypeScript, Power BI",CareerBuilder,52849.0,80758.0,annual,DevOps Engineer,,Bachelor's,Denver,CO,1,0,4,1,0,0,0,-1.5553981997157187,-0.9252977421331616,
Cybersecurity Analyst,SecureIT,"New York, NY",$54893 - $81157,Report well finish suffer. Us range doctor care. Hospital he though even explain right road. Sell computer during wonder body computer decide.,"Pandas, Angular, Windows Server, Machine Learning, REST API, C#, GCP, Hibernate, Project Management",CareerBuilder,54893.0,81157.0,annual,Other,,Not Specified,New York,NY,3,7,7,6,2,0,0,-1.4118562613805081,-0.899425702916663,
Product Manager,DevOpsPro,"Boston, MA",$52625 - $75413,Mouth including instead factor item let. No suffer individual floor lot significant sense research. Night improve much pressure white.,"Pandas, Rails, Azure",Glassdoor,52625.0,75413.0,annual,Product Manager,,Not Specified,Boston,MA,4,4,2,5,2,0,1,-1.5711288230949199,-1.2718793201085632,
Cybersecurity Analyst,WebWizards,"Los Angeles, CA",$84759 - $111562,Avoid stuff talk thus economic fast pressure. Great interest run room upon keep situation. General game various parent great son exist.,"Java, GraphQL, C++, Angular, Django",SimplyHired,84759.0,111562.0,annual,Other,,Not Specified,Los Angeles,CA,3,9,5,0,2,0,2,0.6855133718481591,1.0721014960247932,
Database Administrator,DataWorks,"Chicago, IL",$76933 - $100587,Language serve discover over science. Number friend man music career anything strong. Truth note recently very. Will inside song ten bill sell. Check mouth or purpose accept.,"Scikit-learn, R, Python, GraphQL, Project Management, Hibernate, TypeScript, AWS, Machine Learning",Glassdoor,76933.0,100587.0,annual,Other,,Not Specified,Chicago,IL,3,3,3,4,2,0,1,0.13592471753731905,0.3604583120622054,
Data Scientist,AI Solutions,"Miami, FL",$60795 - $71515,Trip rather compare but weight page. Enjoy send may. Choice health up last. Participant past no blue.,"PHP, Deep Learning, Hibernate",Glassdoor,60795.0,71515.0,annual,Data Scientist,,Not Specified,Miami,FL,0,0,6,2,2,0,1,-0.9973824257374493,-1.5246342295469384,
Database Administrator,FutureTech,"Boston, MA",$55020 - $78748,Brother language court red understand heart. Traditional decade his agree. Student save face remember center TV. Really whole particular own example.,"Django, Data Visualization, JavaScript, NumPy",Glassdoor,55020.0,78748.0,annual,Other,,Not Specified,Boston,MA,3,5,2,5,2,0,1,-1.402937559732479,-1.0556305712689067,
Database Administrator,AI Solutions,"Boston, MA",$86043 - $111087,Foot measure close local. Second network score year have data. Reduce stop make central visit move price.,"Computer Vision, Scikit-learn, NLP, C++, Machine Learning",CareerBuilder,86043.0,111087.0,annual,Other,,Not Specified,Boston,MA,3,0,2,5,2,0,0,0.7756835522896515,1.0413014493384853,
UX/UI Designer,InnovateX,"Atlanta, GA",$95275 - $109970,Chair strong give his large win. Since benefit data small wind start economy. My camera choose some. International star little with fish draw.,"Flask, Statistics, CI/CD, Tableau",Glassdoor,95275.0,109970.0,annual,UX/UI Designer,,Not Specified,Atlanta,GA,6,6,0,3,2,0,1,1.4240099587038701,0.9688727079729992,
UX/UI Designer,SecureIT,"San Francisco, CA",$90001 - $104895,Hand international consider seat. Both land rather arm color open entire. Red environmental fish also resource leave. Increase room north shoulder recognize. Real though class table.,"R, Windows Server, Data Visualization, Spring, Data Analysis, Swift, Agile, NumPy, Vue, CI/CD",CareerBuilder,90001.0,104895.0,annual,UX/UI Designer,,Not Specified,San Francisco,CA,6,7,8,0,2,0,0,1.0536380493203574,0.6397985249561305,
Product Manager,FutureTech,"Boston, MA",$95173 - $117390,Particularly everyone here amount issue. Dream reason authority already PM result whole. There message often although after or. Chair whole put people. American item piece wrong lead plant.,"React, Jenkins, TensorFlow, AWS",Glassdoor,95173.0,117390.0,annual,Product Manager,,Not Specified,Boston,MA,4,5,2,5,2,0,1,1.4168469069865552,1.4500018583149037,
Full Stack Developer,Cloudify,"Chicago, IL",$72486 - $98142,World specific board power eat employee inside. Behind reality physical result through because manage after. Space draw figure send role budget few. Turn control ask behavior letter sit. All detail get ever. Treat could property Democrat.,"GCP, Git, Docker, Jenkins, Hibernate, GraphQL, NumPy, CI/CD, Azure, React",CareerBuilder,72486.0,98142.0,annual,Software Engineer,,Not Specified,Chicago,IL,5,1,3,4,2,0,0,-0.17637029213816088,0.20191912438215737,
Database Administrator,TechCorp,"New York, NY",$98048 - $119903,Fear free him test. Education them home house sister daughter provide. Field write move argue. Green marriage management relate. Above deep bar cold take respond current. First surface appear might former view.,"Scrum, Computer Vision, NumPy, Project Management",CareerBuilder,98048.0,119903.0,annual,Other,,Bachelor's,New York,NY,3,8,7,6,0,0,0,1.618746649018713,1.61295031583636,
Machine Learning Engineer,DataWorks,"Boston, MA",$93537 - $108739,Himself national soldier do recently next owner. They financial side position. Day most sense eat.,"Kubernetes, Excel, Jenkins, Python, C++, Django, NoSQL, Go, Vue, Rust",CareerBuilder,93537.0,108739.0,annual,Machine Learning Engineer,,Master's,Boston,MA,2,3,2,5,1,0,0,1.301957175520604,0.8890519554027991,
Machine Learning Engineer,DevOpsPro,"Seattle, WA",$65470 - $87847,Future begin perhaps. Indicate peace defense your computer him church parent. Seek art high return. Design pattern subject short similar thank.,"Machine Learning, Pandas, Vue, REST API, PyTorch, Kotlin, Excel",CareerBuilder,65470.0,87847.0,annual,Machine Learning Engineer,,Not Specified,Seattle,WA,2,4,9,8,2,0,0,-0.6690758886938539,-0.46563136116634757,
Product Manager,FutureTech,"Chicago, IL",$85236 - $104401,They into help prove strategy full. Soon mean loss fly. Various station option three president. Soldier which dog risk my. Individual top perform. Sea watch system network term early.,"MongoDB, Hibernate, Windows Server",CareerBuilder,85236.0,104401.0,annual,Product Manager,,Not Specified,Chicago,IL,4,5,3,4,2,0,0,0.7190111725261902,0.6077664764023704,
Frontend Developer,WebWizards,"Atlanta, GA",$83205 - $102921,Myself more structure. Serve group college mention by even. Say others adult civil where. Town in poor participant itself.,"Agile, GraphQL, Node.js, Git, Angular",Glassdoor,83205.0,102921.0,annual,Software Engineer,,Not Specified,Atlanta,GA,5,9,0,3,2,0,1,0.5763821721549511,0.51180001514819,
Data Scientist,DevOpsPro,"Boston, MA",$77707 - $91897,Huge onto technology wait. Technology life up exist. Team bring knowledge change.,"Python, Git, MongoDB, Node.js",SimplyHired,77707.0,91897.0,annual,Data Scientist,,Not Specified,Boston,MA,0,4,2,5,2,0,2,0.1902796393922373,-0.20302043678835388,
Machine Learning Engineer,FutureTech,"Miami, FL",$82618 - $111778,Situation he eye tonight through onto charge. Art employee rise out ok affect walk hundred. Age agency such wide call management bar.,"Excel, Docker, CI/CD, C#, NoSQL, Windows Server, Node.js, Git",Glassdoor,82618.0,111778.0,annual,Machine Learning Engineer,,Bachelor's,Miami,FL,2,5,6,2,0,0,1,0.5351595117817768,1.0861074119916196,
Full Stack Developer,CodeMasters,"Miami, FL",$72880 - $83047,Speech win relate bar central able theory number. Piece third notice specific ok sing price. Dream tell class international. Test school first other. Law real term wall six time born.,"Node.js, Flask, Rails, C++, Vue, PyTorch, NumPy, Data Visualization, PHP, Windows Server",SimplyHired,72880.0,83047.0,annual,Software Engineer,,Bachelor's,Miami,FL,5,2,6,2,0,0,2,-0.14870124923010172,-0.7768739382069326,
Data Scientist,FutureTech,"Seattle, WA",$69250 - $98995,Time measure eight writer doctor old. Choose watch statement energy piece. Street run beat. But effort inside analysis wind. Become probably civil positive forget suddenly miss.,"Kotlin, Git, Docker",Glassdoor,69250.0,98995.0,annual,Data Scientist,,Bachelor's,Seattle,WA,0,5,9,8,0,0,1,-0.4036216191698346,0.2572295240104114,
DevOps Engineer,TechCorp,"Atlanta, GA",$84955 - $105286,Nearly care hard discover risk onto debate. Whole protect eight table during Republican capital him. Blue day present everybody. Close outside position.,"React, Data Analysis, Spring, Hibernate",SimplyHired,84955.0,105286.0,annual,DevOps Engineer,,Bachelor's,Atlanta,GA,1,8,0,3,0,0,2,0.6992776673049601,0.6651518265442282,
Database Administrator,AI Solutions,"Atlanta, GA",$52975 - $64080,Employee education better. Hour personal build image. Station human agent daughter writer business. Night protect throughout.,"MongoDB, Scrum, TensorFlow, Computer Vision",CareerBuilder,52975.0,64080.0,annual,Other,,Not Specified,Atlanta,GA,3,0,0,3,2,0,0,-1.546549724064918,-2.0067360129420946,
Full Stack Developer,SecureIT,"Chicago, IL",$59494 - $73884,Between card brother sister thus. Face box describe purpose claim sea. Among call speech song phone field security. Election east public board class piece structure. Finish south station institution. Will chair charge music turn foreign.,"Python, NLP, GraphQL, Rust, Angular, Project Management, Kubernetes, Tableau, Computer Vision, Machine Learning",Glassdoor,59494.0,73884.0,annual,Software Engineer,,Not Specified,Chicago,IL,5,7,3,4,2,0,1,-1.0887464481318274,-1.3710230493366995,
